policyID,statecode,county
477830,FL,BROWARD COUNTY
431374,FL,BROWARD COUNTY
591519,FL,BROWARD COUNTY
890822,FL,BROWARD COUNTY
983154,FL,BROWARD COUNTY
540689,FL,BROWARD COUNTY
638543,FL,BROWARD COUNTY
830227,FL,BROWARD COUNTY
144349,FL,BROWARD COUNTY
254079,FL,BROWARD COUNTY
311133,FL,BROWARD COUNTY
118180,FL,BROWARD COUNTY
216665,FL,BROWARD COUNTY
684556,FL,BROWARD COUNTY
818935,FL,BROWARD COUNTY
455971,FL,BROWARD COUNTY
761464,FL,BROWARD COUNTY
359243,FL,BROWARD COUNTY
937577,FL,BROWARD COUNTY
697497,FL,BROWARD COUNTY
207668,FL,BROWARD COUNTY
834964,FL,BROWARD COUNTY
235182,FL,BROWARD COUNTY
574301,FL,BROWARD COUNTY
954419,FL,BROWARD COUNTY
949581,FL,BROWARD COUNTY
860284,FL,BROWARD COUNTY
852757,FL,BROWARD COUNTY
651025,FL,BROWARD COUNTY
161329,FL,BROWARD COUNTY
301103,FL,BROWARD COUNTY
116708,FL,BROWARD COUNTY
242528,FL,BROWARD COUNTY
414068,FL,BROWARD COUNTY
879988,FL,BROWARD COUNTY
186671,FL,BROWARD COUNTY
215198,FL,BROWARD COUNTY
149291,FL,BROWARD COUNTY
341788,FL,BROWARD COUNTY
839837,FL,BROWARD COUNTY
378602,FL,BROWARD COUNTY
464487,FL,BROWARD COUNTY
397974,FL,BROWARD COUNTY
451571,FL,BROWARD COUNTY
524248,FL,BROWARD COUNTY
300643,FL,BROWARD COUNTY
853486,FL,BROWARD COUNTY
479452,FL,BROWARD COUNTY
932159,FL,BROWARD COUNTY
572077,FL,BROWARD COUNTY
185590,FL,BROWARD COUNTY
835218,FL,BROWARD COUNTY
838311,FL,BROWARD COUNTY
389893,FL,BROWARD COUNTY
543262,FL,BROWARD COUNTY
485689,FL,BROWARD COUNTY
377689,FL,BROWARD COUNTY
468392,FL,BROWARD COUNTY
506675,FL,BROWARD COUNTY
187272,FL,BROWARD COUNTY
264870,FL,BROWARD COUNTY
348024,FL,BROWARD COUNTY
906256,FL,BROWARD COUNTY
334193,FL,BROWARD COUNTY
396402,FL,BROWARD COUNTY
444302,FL,BROWARD COUNTY
866437,FL,BROWARD COUNTY
788396,FL,BROWARD COUNTY
710609,FL,BROWARD COUNTY
957530,FL,BROWARD COUNTY
850645,FL,BROWARD COUNTY
933024,FL,BROWARD COUNTY
194620,FL,BROWARD COUNTY
958408,FL,BROWARD COUNTY
619267,FL,BROWARD COUNTY
502400,FL,BROWARD COUNTY
757794,FL,BROWARD COUNTY
243613,FL,BROWARD COUNTY
270301,FL,BROWARD COUNTY
121359,FL,BROWARD COUNTY
171966,FL,BROWARD COUNTY
167445,FL,BROWARD COUNTY
485470,FL,BROWARD COUNTY
879722,FL,BROWARD COUNTY
762860,FL,BROWARD COUNTY
937368,FL,BROWARD COUNTY
420535,FL,BROWARD COUNTY
805319,FL,BROWARD COUNTY
488721,FL,BROWARD COUNTY
980639,FL,BROWARD COUNTY
743032,FL,BROWARD COUNTY
304289,FL,BROWARD COUNTY
100768,FL,BROWARD COUNTY
442834,FL,BROWARD COUNTY
629416,FL,BROWARD COUNTY
471865,FL,BROWARD COUNTY
291367,FL,BROWARD COUNTY
866529,FL,BROWARD COUNTY
632618,FL,BROWARD COUNTY
305899,FL,BROWARD COUNTY
925376,FL,BROWARD COUNTY
232602,FL,BROWARD COUNTY
446350,FL,BROWARD COUNTY
120075,FL,BROWARD COUNTY
107702,FL,BROWARD COUNTY
380330,FL,BROWARD COUNTY
931050,FL,BROWARD COUNTY
528498,FL,BROWARD COUNTY
432926,FL,BROWARD COUNTY
453907,FL,BROWARD COUNTY
641992,FL,BROWARD COUNTY
988673,FL,BROWARD COUNTY
174695,FL,BROWARD COUNTY
691722,FL,BROWARD COUNTY
945052,FL,BROWARD COUNTY
404613,FL,BROWARD COUNTY
521622,FL,BROWARD COUNTY
650345,FL,BROWARD COUNTY
431959,FL,BROWARD COUNTY
895406,FL,BROWARD COUNTY
545350,FL,BROWARD COUNTY
765803,FL,BROWARD COUNTY
753871,FL,BROWARD COUNTY
776598,FL,BROWARD COUNTY
815681,FL,BROWARD COUNTY
763382,FL,BROWARD COUNTY
858387,FL,BROWARD COUNTY
826024,FL,BROWARD COUNTY
367099,FL,BROWARD COUNTY
673123,FL,BROWARD COUNTY
213751,FL,BROWARD COUNTY
474478,FL,BROWARD COUNTY
815189,FL,BROWARD COUNTY
945975,FL,BROWARD COUNTY
251512,FL,BROWARD COUNTY
942632,FL,BROWARD COUNTY
125315,FL,BROWARD COUNTY
351197,FL,BROWARD COUNTY
256487,FL,BROWARD COUNTY
668957,FL,BROWARD COUNTY
218402,FL,BROWARD COUNTY
819855,FL,BROWARD COUNTY
625364,FL,BROWARD COUNTY
897171,FL,BROWARD COUNTY
207010,FL,BROWARD COUNTY
146452,FL,BROWARD COUNTY
122259,FL,BROWARD COUNTY
655278,FL,BROWARD COUNTY
606737,FL,BROWARD COUNTY
765488,FL,BROWARD COUNTY
866891,FL,BROWARD COUNTY
798285,FL,BROWARD COUNTY
258960,FL,BROWARD COUNTY
593694,FL,BROWARD COUNTY
776932,FL,BROWARD COUNTY
389996,FL,BROWARD COUNTY
827113,FL,BROWARD COUNTY
152433,FL,BROWARD COUNTY
715979,FL,BROWARD COUNTY
273119,FL,BROWARD COUNTY
991632,FL,BROWARD COUNTY
168038,FL,BROWARD COUNTY
175185,FL,BROWARD COUNTY
713158,FL,BROWARD COUNTY
750689,FL,BROWARD COUNTY
498618,FL,BROWARD COUNTY
590769,FL,BROWARD COUNTY
205720,FL,BROWARD COUNTY
580360,FL,BROWARD COUNTY
995402,FL,BROWARD COUNTY
556100,FL,BROWARD COUNTY
171366,FL,BROWARD COUNTY
519775,FL,BROWARD COUNTY
698146,FL,BROWARD COUNTY
225774,FL,BROWARD COUNTY
392835,FL,BROWARD COUNTY
192485,FL,BROWARD COUNTY
813072,FL,BROWARD COUNTY
793628,FL,BROWARD COUNTY
174312,FL,BROWARD COUNTY
208324,FL,BROWARD COUNTY
298866,FL,BROWARD COUNTY
990112,FL,BROWARD COUNTY
932590,FL,BROWARD COUNTY
540542,FL,BROWARD COUNTY
767946,FL,BROWARD COUNTY
234103,FL,BROWARD COUNTY
241804,FL,BROWARD COUNTY
231557,FL,BROWARD COUNTY
703926,FL,BROWARD COUNTY
844983,FL,BROWARD COUNTY
987372,FL,BROWARD COUNTY
545639,FL,BROWARD COUNTY
198469,FL,BROWARD COUNTY
313473,FL,BROWARD COUNTY
493411,FL,BROWARD COUNTY
985872,FL,BROWARD COUNTY
513043,FL,BROWARD COUNTY
937575,FL,BROWARD COUNTY
883594,FL,BROWARD COUNTY
174641,FL,BROWARD COUNTY
998111,FL,BROWARD COUNTY
746178,FL,BROWARD COUNTY
383696,FL,BROWARD COUNTY
638121,FL,BROWARD COUNTY
733259,FL,BROWARD COUNTY
887593,FL,BROWARD COUNTY
916074,FL,BROWARD COUNTY
664905,FL,BROWARD COUNTY
810050,FL,BROWARD COUNTY
306452,FL,BROWARD COUNTY
313530,FL,BROWARD COUNTY
339003,FL,BROWARD COUNTY
283159,FL,BROWARD COUNTY
368637,FL,BROWARD COUNTY
693030,FL,BROWARD COUNTY
264320,FL,BROWARD COUNTY
875629,FL,BROWARD COUNTY
517667,FL,BROWARD COUNTY
859666,FL,BROWARD COUNTY
440614,FL,BROWARD COUNTY
127977,FL,BROWARD COUNTY
541372,FL,BROWARD COUNTY
200182,FL,BROWARD COUNTY
265051,FL,BROWARD COUNTY
433871,FL,BROWARD COUNTY
594038,FL,BROWARD COUNTY
271249,FL,BROWARD COUNTY
851485,FL,BROWARD COUNTY
655863,FL,BROWARD COUNTY
879706,FL,BROWARD COUNTY
516218,FL,BROWARD COUNTY
809069,FL,BROWARD COUNTY
722159,FL,BROWARD COUNTY
249787,FL,BROWARD COUNTY
885450,FL,BROWARD COUNTY
848425,FL,BROWARD COUNTY
631677,FL,BROWARD COUNTY
329120,FL,BROWARD COUNTY
179779,FL,BROWARD COUNTY
420998,FL,BROWARD COUNTY
255518,FL,BROWARD COUNTY
122963,FL,BROWARD COUNTY
315907,FL,BROWARD COUNTY
935138,FL,BROWARD COUNTY
632742,FL,BROWARD COUNTY
554229,FL,BROWARD COUNTY
540727,FL,BROWARD COUNTY
825450,FL,BROWARD COUNTY
714303,FL,BROWARD COUNTY
981355,FL,BROWARD COUNTY
659580,FL,BROWARD COUNTY
762534,FL,BROWARD COUNTY
570181,FL,BROWARD COUNTY
693969,FL,BROWARD COUNTY
243204,FL,BROWARD COUNTY
817745,FL,BROWARD COUNTY
181807,FL,BROWARD COUNTY
321764,FL,BROWARD COUNTY
987726,FL,BROWARD COUNTY
669636,FL,BROWARD COUNTY
904092,FL,BROWARD COUNTY
895883,FL,BROWARD COUNTY
307901,FL,BROWARD COUNTY
117850,FL,BROWARD COUNTY
666591,FL,BROWARD COUNTY
550220,FL,BROWARD COUNTY
163360,FL,BROWARD COUNTY
601137,FL,BROWARD COUNTY
504898,FL,BROWARD COUNTY
445482,FL,BROWARD COUNTY
589395,FL,BROWARD COUNTY
358676,FL,BROWARD COUNTY
480115,FL,BROWARD COUNTY
592801,FL,BROWARD COUNTY
181189,FL,BROWARD COUNTY
521400,FL,BROWARD COUNTY
968530,FL,BROWARD COUNTY
675603,FL,BROWARD COUNTY
572944,FL,BROWARD COUNTY
826899,FL,BROWARD COUNTY
779890,FL,BROWARD COUNTY
679779,FL,BROWARD COUNTY
243370,FL,BROWARD COUNTY
677863,FL,BROWARD COUNTY
997903,FL,BROWARD COUNTY
784693,FL,BROWARD COUNTY
375467,FL,BROWARD COUNTY
865319,FL,BROWARD COUNTY
932733,FL,BROWARD COUNTY
536660,FL,BROWARD COUNTY
231928,FL,BROWARD COUNTY
720440,FL,BROWARD COUNTY
706698,FL,BROWARD COUNTY
122522,FL,BROWARD COUNTY
957823,FL,BROWARD COUNTY
724909,FL,BROWARD COUNTY
505360,FL,BROWARD COUNTY
497417,FL,BROWARD COUNTY
804111,FL,BROWARD COUNTY
245512,FL,BROWARD COUNTY
774924,FL,BROWARD COUNTY
652468,FL,BROWARD COUNTY
632756,FL,BROWARD COUNTY
304007,FL,BROWARD COUNTY
776146,FL,BROWARD COUNTY
498384,FL,BROWARD COUNTY
917317,FL,BROWARD COUNTY
663523,FL,BROWARD COUNTY
427990,FL,BROWARD COUNTY
971823,FL,BROWARD COUNTY
151001,FL,BROWARD COUNTY
937258,FL,BROWARD COUNTY
166523,FL,BROWARD COUNTY
245626,FL,BROWARD COUNTY
853477,FL,BROWARD COUNTY
381147,FL,BROWARD COUNTY
864807,FL,BROWARD COUNTY
192863,FL,BROWARD COUNTY
228189,FL,BROWARD COUNTY
247429,FL,BROWARD COUNTY
197383,FL,BROWARD COUNTY
324523,FL,BROWARD COUNTY
708410,FL,BROWARD COUNTY
563788,FL,BROWARD COUNTY
120518,FL,BROWARD COUNTY
963770,FL,BROWARD COUNTY
756636,FL,BROWARD COUNTY
372393,FL,BROWARD COUNTY
615575,FL,BROWARD COUNTY
724297,FL,BROWARD COUNTY
895723,FL,BROWARD COUNTY
671376,FL,BROWARD COUNTY
299452,FL,BROWARD COUNTY
707933,FL,BROWARD COUNTY
543917,FL,BROWARD COUNTY
508361,FL,BROWARD COUNTY
173574,FL,BROWARD COUNTY
400821,FL,BROWARD COUNTY
448819,FL,BROWARD COUNTY
541195,FL,BROWARD COUNTY
161467,FL,BROWARD COUNTY
237563,FL,BROWARD COUNTY
500971,FL,BROWARD COUNTY
646787,FL,BROWARD COUNTY
530676,FL,BROWARD COUNTY
176783,FL,BROWARD COUNTY
150953,FL,BROWARD COUNTY
843373,FL,BROWARD COUNTY
400524,FL,BROWARD COUNTY
685044,FL,BROWARD COUNTY
320037,FL,BROWARD COUNTY
925280,FL,BROWARD COUNTY
741471,FL,BROWARD COUNTY
142193,FL,BROWARD COUNTY
497101,FL,BROWARD COUNTY
566100,FL,BROWARD COUNTY
671975,FL,BROWARD COUNTY
293211,FL,BROWARD COUNTY
919908,FL,BROWARD COUNTY
676299,FL,BROWARD COUNTY
642935,FL,BROWARD COUNTY
400871,FL,BROWARD COUNTY
743947,FL,BROWARD COUNTY
931013,FL,BROWARD COUNTY
732567,FL,BROWARD COUNTY
718110,FL,BROWARD COUNTY
393449,FL,BROWARD COUNTY
442066,FL,BROWARD COUNTY
775052,FL,BROWARD COUNTY
275505,FL,BROWARD COUNTY
972712,FL,BROWARD COUNTY
635144,FL,BROWARD COUNTY
234862,FL,BROWARD COUNTY
587443,FL,BROWARD COUNTY
454150,FL,BROWARD COUNTY
149747,FL,BROWARD COUNTY
913054,FL,BROWARD COUNTY
412588,FL,BROWARD COUNTY
649486,FL,BROWARD COUNTY
158133,FL,BROWARD COUNTY
858724,FL,BROWARD COUNTY
662812,FL,BROWARD COUNTY
985541,FL,BROWARD COUNTY
837405,FL,BROWARD COUNTY
910638,FL,BROWARD COUNTY
859219,FL,BROWARD COUNTY
680988,FL,BROWARD COUNTY
432726,FL,BROWARD COUNTY
453439,FL,BROWARD COUNTY
688050,FL,BROWARD COUNTY
201788,FL,BROWARD COUNTY
566026,FL,BROWARD COUNTY
857619,FL,BROWARD COUNTY
607029,FL,BROWARD COUNTY
766473,FL,BROWARD COUNTY
999114,FL,BROWARD COUNTY
875010,FL,BROWARD COUNTY
786209,FL,BROWARD COUNTY
572397,FL,BROWARD COUNTY
144529,FL,BROWARD COUNTY
379691,FL,BROWARD COUNTY
417424,FL,BROWARD COUNTY
180021,FL,BROWARD COUNTY
308550,FL,BROWARD COUNTY
503447,FL,BROWARD COUNTY
962088,FL,BROWARD COUNTY
823613,FL,BROWARD COUNTY
299637,FL,BROWARD COUNTY
155000,FL,BROWARD COUNTY
385981,FL,BROWARD COUNTY
313262,FL,BROWARD COUNTY
616252,FL,BROWARD COUNTY
533388,FL,BROWARD COUNTY
469098,FL,BROWARD COUNTY
191649,FL,BROWARD COUNTY
745184,FL,BROWARD COUNTY
788015,FL,BROWARD COUNTY
969405,FL,BROWARD COUNTY
244009,FL,BROWARD COUNTY
684421,FL,BROWARD COUNTY
707029,FL,BROWARD COUNTY
109592,FL,BROWARD COUNTY
973642,FL,BROWARD COUNTY
381576,FL,BROWARD COUNTY
333482,FL,BROWARD COUNTY
423983,FL,BROWARD COUNTY
193516,FL,BROWARD COUNTY
744061,FL,BROWARD COUNTY
181140,FL,BROWARD COUNTY
819247,FL,BROWARD COUNTY
358769,FL,BROWARD COUNTY
269119,FL,BROWARD COUNTY
412486,FL,BROWARD COUNTY
145166,FL,BROWARD COUNTY
553870,FL,BROWARD COUNTY
341840,FL,BROWARD COUNTY
834408,FL,BROWARD COUNTY
850430,FL,BROWARD COUNTY
327195,FL,BROWARD COUNTY
160905,FL,BROWARD COUNTY
625982,FL,BROWARD COUNTY
931745,FL,BROWARD COUNTY
631158,FL,BROWARD COUNTY
920428,FL,BROWARD COUNTY
661852,FL,BROWARD COUNTY
384195,FL,BROWARD COUNTY
453535,FL,BROWARD COUNTY
296590,FL,BROWARD COUNTY
125665,FL,BROWARD COUNTY
467077,FL,BROWARD COUNTY
269693,FL,BROWARD COUNTY
341910,FL,BROWARD COUNTY
648643,FL,BROWARD COUNTY
300022,FL,BROWARD COUNTY
917051,FL,BROWARD COUNTY
924759,FL,BROWARD COUNTY
520930,FL,BROWARD COUNTY
307840,FL,BROWARD COUNTY
826634,FL,BROWARD COUNTY
378002,FL,BROWARD COUNTY
775824,FL,BROWARD COUNTY
164124,FL,BROWARD COUNTY
242027,FL,BROWARD COUNTY
754816,FL,BROWARD COUNTY
878843,FL,BROWARD COUNTY
931280,FL,BROWARD COUNTY
722326,FL,BROWARD COUNTY
479925,FL,BROWARD COUNTY
930045,FL,BROWARD COUNTY
500667,FL,BROWARD COUNTY
116326,FL,BROWARD COUNTY
215245,FL,BROWARD COUNTY
459941,FL,BROWARD COUNTY
249970,FL,BROWARD COUNTY
970245,FL,BROWARD COUNTY
131666,FL,BROWARD COUNTY
101339,FL,BROWARD COUNTY
986693,FL,BROWARD COUNTY
900952,FL,BROWARD COUNTY
114248,FL,BROWARD COUNTY
595422,FL,BROWARD COUNTY
525232,FL,BROWARD COUNTY
962091,FL,BROWARD COUNTY
409656,FL,BROWARD COUNTY
904410,FL,BROWARD COUNTY
279351,FL,BROWARD COUNTY
899293,FL,BROWARD COUNTY
584228,FL,BROWARD COUNTY
891608,FL,BROWARD COUNTY
575874,FL,BROWARD COUNTY
781982,FL,BROWARD COUNTY
499172,FL,BROWARD COUNTY
866515,FL,BROWARD COUNTY
265019,FL,BROWARD COUNTY
326226,FL,BROWARD COUNTY
160118,FL,BROWARD COUNTY
106565,FL,BROWARD COUNTY
466564,FL,BROWARD COUNTY
571514,FL,BROWARD COUNTY
490764,FL,BROWARD COUNTY
593593,FL,BROWARD COUNTY
322328,FL,BROWARD COUNTY
959470,FL,BROWARD COUNTY
928592,FL,BROWARD COUNTY
879116,FL,BROWARD COUNTY
174024,FL,BROWARD COUNTY
185553,FL,BROWARD COUNTY
690313,FL,BROWARD COUNTY
902735,FL,BROWARD COUNTY
782259,FL,BROWARD COUNTY
675397,FL,BROWARD COUNTY
168370,FL,BROWARD COUNTY
973358,FL,BROWARD COUNTY
461374,FL,BROWARD COUNTY
295518,FL,BROWARD COUNTY
684014,FL,BROWARD COUNTY
111520,FL,BROWARD COUNTY
639839,FL,BROWARD COUNTY
589083,FL,BROWARD COUNTY
516262,FL,BROWARD COUNTY
955218,FL,BROWARD COUNTY
962313,FL,BROWARD COUNTY
188367,FL,BROWARD COUNTY
442173,FL,BROWARD COUNTY
941595,FL,BROWARD COUNTY
617533,FL,BROWARD COUNTY
597381,FL,BROWARD COUNTY
964976,FL,BROWARD COUNTY
698230,FL,BROWARD COUNTY
480382,FL,BROWARD COUNTY
849118,FL,BROWARD COUNTY
400635,FL,BROWARD COUNTY
218108,FL,BROWARD COUNTY
378542,FL,BROWARD COUNTY
226693,FL,BROWARD COUNTY
201003,FL,BROWARD COUNTY
125832,FL,BROWARD COUNTY
972195,FL,BROWARD COUNTY
386794,FL,BROWARD COUNTY
748899,FL,BROWARD COUNTY
223316,FL,BROWARD COUNTY
779403,FL,BROWARD COUNTY
219537,FL,BROWARD COUNTY
346515,FL,BROWARD COUNTY
793609,FL,BROWARD COUNTY
952773,FL,BROWARD COUNTY
114651,FL,BROWARD COUNTY
679503,FL,BROWARD COUNTY
241704,FL,BROWARD COUNTY
699490,FL,BROWARD COUNTY
266210,FL,BROWARD COUNTY
319201,FL,BROWARD COUNTY
737345,FL,BROWARD COUNTY
691091,FL,BROWARD COUNTY
574521,FL,BROWARD COUNTY
171187,FL,BROWARD COUNTY
309336,FL,BROWARD COUNTY
640598,FL,BROWARD COUNTY
167865,FL,BROWARD COUNTY
647974,FL,BROWARD COUNTY
811498,FL,BROWARD COUNTY
714221,FL,BROWARD COUNTY
559490,FL,BROWARD COUNTY
385533,FL,BROWARD COUNTY
403780,FL,BROWARD COUNTY
975966,FL,BROWARD COUNTY
244046,FL,BROWARD COUNTY
818024,FL,BROWARD COUNTY
281753,FL,BROWARD COUNTY
900451,FL,BROWARD COUNTY
230185,FL,BROWARD COUNTY
854151,FL,BROWARD COUNTY
644806,FL,BROWARD COUNTY
608841,FL,BROWARD COUNTY
435885,FL,BROWARD COUNTY
210936,FL,BROWARD COUNTY
400299,FL,BROWARD COUNTY
876045,FL,BROWARD COUNTY
875247,FL,BROWARD COUNTY
431565,FL,BROWARD COUNTY
316896,FL,BROWARD COUNTY
390124,FL,BROWARD COUNTY
790872,FL,BROWARD COUNTY
735956,FL,BROWARD COUNTY
823362,FL,BROWARD COUNTY
351071,FL,BROWARD COUNTY
259883,FL,BROWARD COUNTY
155881,FL,BROWARD COUNTY
576230,FL,BROWARD COUNTY
718814,FL,BROWARD COUNTY
388477,FL,BROWARD COUNTY
745915,FL,BROWARD COUNTY
496604,FL,BROWARD COUNTY
978460,FL,BROWARD COUNTY
221186,FL,BROWARD COUNTY
817721,FL,BROWARD COUNTY
742303,FL,BROWARD COUNTY
817126,FL,BROWARD COUNTY
127466,FL,BROWARD COUNTY
407276,FL,BROWARD COUNTY
847405,FL,BROWARD COUNTY
578571,FL,BROWARD COUNTY
990194,FL,BROWARD COUNTY
434788,FL,BROWARD COUNTY
486982,FL,BROWARD COUNTY
123950,FL,BROWARD COUNTY
570298,FL,BROWARD COUNTY
496863,FL,BROWARD COUNTY
438561,FL,BROWARD COUNTY
710298,FL,BROWARD COUNTY
449216,FL,BROWARD COUNTY
617634,FL,BROWARD COUNTY
636394,FL,BROWARD COUNTY
788319,FL,BROWARD COUNTY
104628,FL,BROWARD COUNTY
859810,FL,BROWARD COUNTY
667693,FL,BROWARD COUNTY
592391,FL,BROWARD COUNTY
208813,FL,BROWARD COUNTY
501969,FL,BROWARD COUNTY
358175,FL,BROWARD COUNTY
831619,FL,BROWARD COUNTY
691941,FL,BROWARD COUNTY
862264,FL,BROWARD COUNTY
989103,FL,BROWARD COUNTY
746516,FL,BROWARD COUNTY
249802,FL,BROWARD COUNTY
229549,FL,BROWARD COUNTY
876884,FL,BROWARD COUNTY
617661,FL,BROWARD COUNTY
912295,FL,BROWARD COUNTY
619251,FL,BROWARD COUNTY
985506,FL,BROWARD COUNTY
351885,FL,BROWARD COUNTY
335649,FL,BROWARD COUNTY
435812,FL,BROWARD COUNTY
317222,FL,BROWARD COUNTY
878025,FL,BROWARD COUNTY
124845,FL,BROWARD COUNTY
204012,FL,BROWARD COUNTY
142453,FL,BROWARD COUNTY
503932,FL,BROWARD COUNTY
504913,FL,BROWARD COUNTY
670840,FL,BROWARD COUNTY
631496,FL,BROWARD COUNTY
847461,FL,BROWARD COUNTY
232951,FL,BROWARD COUNTY
234504,FL,BROWARD COUNTY
302778,FL,BROWARD COUNTY
796774,FL,BROWARD COUNTY
159278,FL,BROWARD COUNTY
658472,FL,BROWARD COUNTY
717243,FL,BROWARD COUNTY
881891,FL,BROWARD COUNTY
608674,FL,BROWARD COUNTY
998605,FL,BROWARD COUNTY
422515,FL,BROWARD COUNTY
428140,FL,BROWARD COUNTY
340605,FL,BROWARD COUNTY
119303,FL,BROWARD COUNTY
979459,FL,BROWARD COUNTY
583804,FL,BROWARD COUNTY
444755,FL,BROWARD COUNTY
710917,FL,BROWARD COUNTY
880083,FL,BROWARD COUNTY
299351,FL,BROWARD COUNTY
929857,FL,BROWARD COUNTY
349169,FL,BROWARD COUNTY
732199,FL,BROWARD COUNTY
490971,FL,BROWARD COUNTY
523103,FL,BROWARD COUNTY
567506,FL,BROWARD COUNTY
161023,FL,BROWARD COUNTY
217885,FL,BROWARD COUNTY
262176,FL,BROWARD COUNTY
378748,FL,BROWARD COUNTY
966423,FL,BROWARD COUNTY
493041,FL,BROWARD COUNTY
456169,FL,BROWARD COUNTY
560987,FL,BROWARD COUNTY
716907,FL,BROWARD COUNTY
200549,FL,BROWARD COUNTY
742558,FL,BROWARD COUNTY
599467,FL,BROWARD COUNTY
781191,FL,BROWARD COUNTY
857925,FL,BROWARD COUNTY
667459,FL,BROWARD COUNTY
697911,FL,BROWARD COUNTY
214442,FL,BROWARD COUNTY
262602,FL,BROWARD COUNTY
243848,FL,BROWARD COUNTY
661164,FL,BROWARD COUNTY
701760,FL,BROWARD COUNTY
273476,FL,BROWARD COUNTY
139521,FL,BROWARD COUNTY
142550,FL,BROWARD COUNTY
378297,FL,BROWARD COUNTY
249792,FL,BROWARD COUNTY
442160,FL,BROWARD COUNTY
179078,FL,BROWARD COUNTY
156451,FL,BROWARD COUNTY
568788,FL,BROWARD COUNTY
979696,FL,BROWARD COUNTY
155709,FL,BROWARD COUNTY
326178,FL,BROWARD COUNTY
904028,FL,BROWARD COUNTY
868811,FL,BROWARD COUNTY
512254,FL,BROWARD COUNTY
826112,FL,BROWARD COUNTY
283786,FL,BROWARD COUNTY
598139,FL,BROWARD COUNTY
157235,FL,BROWARD COUNTY
284000,FL,BROWARD COUNTY
900906,FL,BROWARD COUNTY
578588,FL,BROWARD COUNTY
565411,FL,BROWARD COUNTY
194161,FL,BROWARD COUNTY
337018,FL,BROWARD COUNTY
335088,FL,BROWARD COUNTY
244657,FL,BROWARD COUNTY
627808,FL,BROWARD COUNTY
153273,FL,BROWARD COUNTY
609571,FL,BROWARD COUNTY
631331,FL,BROWARD COUNTY
195457,FL,BROWARD COUNTY
808147,FL,BROWARD COUNTY
207861,FL,BROWARD COUNTY
217006,FL,BROWARD COUNTY
733616,FL,BROWARD COUNTY
374717,FL,BROWARD COUNTY
148797,FL,BROWARD COUNTY
650913,FL,BROWARD COUNTY
951599,FL,BROWARD COUNTY
757646,FL,BROWARD COUNTY
418500,FL,BROWARD COUNTY
637903,FL,BROWARD COUNTY
787918,FL,BROWARD COUNTY
475069,FL,BROWARD COUNTY
613131,FL,BROWARD COUNTY
101716,FL,BROWARD COUNTY
448922,FL,BROWARD COUNTY
923560,FL,BROWARD COUNTY
770759,FL,BROWARD COUNTY
125096,FL,BROWARD COUNTY
325059,FL,BROWARD COUNTY
532218,FL,BROWARD COUNTY
749626,FL,BROWARD COUNTY
411198,FL,BROWARD COUNTY
807152,FL,BROWARD COUNTY
550881,FL,BROWARD COUNTY
794242,FL,BROWARD COUNTY
451502,FL,BROWARD COUNTY
916680,FL,BROWARD COUNTY
994487,FL,BROWARD COUNTY
981977,FL,BROWARD COUNTY
580529,FL,BROWARD COUNTY
812846,FL,BROWARD COUNTY
720583,FL,BROWARD COUNTY
252179,FL,BROWARD COUNTY
879390,FL,BROWARD COUNTY
437213,FL,BROWARD COUNTY
463112,FL,BROWARD COUNTY
239931,FL,BROWARD COUNTY
854878,FL,BROWARD COUNTY
324011,FL,BROWARD COUNTY
465975,FL,BROWARD COUNTY
346035,FL,BROWARD COUNTY
850472,FL,BROWARD COUNTY
106577,FL,BROWARD COUNTY
200482,FL,BROWARD COUNTY
243118,FL,BROWARD COUNTY
315262,FL,BROWARD COUNTY
793194,FL,BROWARD COUNTY
462694,FL,BROWARD COUNTY
690058,FL,BROWARD COUNTY
260055,FL,BROWARD COUNTY
204155,FL,BROWARD COUNTY
482783,FL,BROWARD COUNTY
416910,FL,BROWARD COUNTY
399655,FL,BROWARD COUNTY
501449,FL,BROWARD COUNTY
216636,FL,BROWARD COUNTY
162007,FL,BROWARD COUNTY
962211,FL,BROWARD COUNTY
167514,FL,BROWARD COUNTY
762935,FL,BROWARD COUNTY
969277,FL,BROWARD COUNTY
443289,FL,BROWARD COUNTY
855570,FL,BROWARD COUNTY
732098,FL,BROWARD COUNTY
211125,FL,BROWARD COUNTY
694435,FL,BROWARD COUNTY
925486,FL,BROWARD COUNTY
936883,FL,BROWARD COUNTY
102171,FL,BROWARD COUNTY
249903,FL,BROWARD COUNTY
834714,FL,BROWARD COUNTY
247504,FL,BROWARD COUNTY
814307,FL,BROWARD COUNTY
892419,FL,BROWARD COUNTY
922469,FL,BROWARD COUNTY
212009,FL,BROWARD COUNTY
197342,FL,BROWARD COUNTY
971353,FL,BROWARD COUNTY
786405,FL,BROWARD COUNTY
612088,FL,BROWARD COUNTY
308837,FL,BROWARD COUNTY
930907,FL,BROWARD COUNTY
620984,FL,BROWARD COUNTY
960567,FL,BROWARD COUNTY
711607,FL,BROWARD COUNTY
336359,FL,BROWARD COUNTY
132167,FL,BROWARD COUNTY
569111,FL,BROWARD COUNTY
890691,FL,BROWARD COUNTY
348351,FL,BROWARD COUNTY
150662,FL,BROWARD COUNTY
149049,FL,BROWARD COUNTY
797157,FL,BROWARD COUNTY
400466,FL,BROWARD COUNTY
311736,FL,BROWARD COUNTY
